00601,0060*,006**,00***,0****,*****
00602,0060*,006**,00***,0****,*****
00603,0060*,006**,00***,0****,*****
00606,0060*,006**,00***,0****,*****
00610,0061*,006**,00***,0****,*****
00612,0061*,006**,00***,0****,*****
00616,0061*,006**,00***,0****,*****
00617,0061*,006**,00***,0****,*****
00622,0062*,006**,00***,0****,*****
00623,0062*,006**,00***,0****,*****
00624,0062*,006**,00***,0****,*****
00627,0062*,006**,00***,0****,*****
00631,0063*,006**,00***,0****,*****
00637,0063*,006**,00***,0****,*****
00638,0063*,006**,00***,0****,*****
00641,0064*,006**,00***,0****,*****
00646,0064*,006**,00***,0****,*****
00647,0064*,006**,00***,0****,*****
00650,0065*,006**,00***,0****,*****
00652,0065*,006**,00***,0****,*****
00653,0065*,006**,00***,0****,*****
00656,0065*,006**,00***,0****,*****
00659,0065*,006**,00***,0****,*****
00660,0066*,006**,00***,0****,*****
00662,0066*,006**,00***,0****,*****
00664,0066*,006**,00***,0****,*****
00667,0066*,006**,00***,0****,*****
00669,0066*,006**,00***,0****,*****
00670,0067*,006**,00***,0****,*****
00674,0067*,006**,00***,0****,*****
00676,0067*,006**,00***,0****,*****
00677,0067*,006**,00***,0****,*****
00678,0067*,006**,00***,0****,*****
00680,0068*,006**,00***,0****,*****
00682,0068*,006**,00***,0****,*****
00683,0068*,006**,00***,0****,*****
00685,0068*,006**,00***,0****,*****
00687,0068*,006**,00***,0****,*****
00688,0068*,006**,00***,0****,*****
00690,0069*,006**,00***,0****,*****
00692,0069*,006**,00***,0****,*****
00693,0069*,006**,00***,0****,*****
00694,0069*,006**,00***,0****,*****
00698,0069*,006**,00***,0****,*****
00703,0070*,007**,00***,0****,*****
00704,0070*,007**,00***,0****,*****
00705,0070*,007**,00***,0****,*****
00707,0070*,007**,00***,0****,*****
00714,0071*,007**,00***,0****,*****
00715,0071*,007**,00***,0****,*****
00716,0071*,007**,00***,0****,*****
00717,0071*,007**,00***,0****,*****
00718,0071*,007**,00***,0****,*****
00719,0071*,007**,00***,0****,*****
00720,0072*,007**,00***,0****,*****
00723,0072*,007**,00***,0****,*****
00725,0072*,007**,00***,0****,*****
00727,0072*,007**,00***,0****,*****
00728,0072*,007**,00***,0****,*****
00729,0072*,007**,00***,0****,*****
00730,0073*,007**,00***,0****,*****
00731,0073*,007**,00***,0****,*****
00735,0073*,007**,00***,0****,*****
00736,0073*,007**,00***,0****,*****
00738,0073*,007**,00***,0****,*****
00739,0073*,007**,00***,0****,*****
00740,0074*,007**,00***,0****,*****
00741,0074*,007**,00***,0****,*****
00745,0074*,007**,00***,0****,*****
00751,0075*,007**,00***,0****,*****
00754,0075*,007**,00***,0****,*****
00757,0075*,007**,00***,0****,*****
00765,0076*,007**,00***,0****,*****
00766,0076*,007**,00***,0****,*****
00767,0076*,007**,00***,0****,*****
00769,0076*,007**,00***,0****,*****
00771,0077*,007**,00***,0****,*****
00772,0077*,007**,00***,0****,*****
00773,0077*,007**,00***,0****,*****
00775,0077*,007**,00***,0****,*****
00777,0077*,007**,00***,0****,*****
00778,0077*,007**,00***,0****,*****
00780,0078*,007**,00***,0****,*****
00782,0078*,007**,00***,0****,*****
00783,0078*,007**,00***,0****,*****
00784,0078*,007**,00***,0****,*****
00786,0078*,007**,00***,0****,*****
00791,0079*,007**,00***,0****,*****
00794,0079*,007**,00***,0****,*****
00795,0079*,007**,00***,0****,*****
00901,0090*,009**,00***,0****,*****
00906,0090*,009**,00***,0****,*****
00907,0090*,009**,00***,0****,*****
00909,0090*,009**,00***,0****,*****
00911,0091*,009**,00***,0****,*****
00912,0091*,009**,00***,0****,*****
00913,0091*,009**,00***,0****,*****
00915,0091*,009**,00***,0****,*****
00917,0091*,009**,00***,0****,*****
00918,0091*,009**,00***,0****,*****
00920,0092*,009**,00***,0****,*****
00921,0092*,009**,00***,0****,*****
00923,0092*,009**,00***,0****,*****
00924,0092*,009**,00***,0****,*****
00925,0092*,009**,00***,0****,*****
00926,0092*,009**,00***,0****,*****
00927,0092*,009**,00***,0****,*****
00934,0093*,009**,00***,0****,*****
00936,0093*,009**,00***,0****,*****
00949,0094*,009**,00***,0****,*****
00950,0095*,009**,00***,0****,*****
00951,0095*,009**,00***,0****,*****
00952,0095*,009**,00***,0****,*****
00953,0095*,009**,00***,0****,*****
00956,0095*,009**,00***,0****,*****
00957,0095*,009**,00***,0****,*****
00959,0095*,009**,00***,0****,*****
00960,0096*,009**,00***,0****,*****
00961,0096*,009**,00***,0****,*****
00962,0096*,009**,00***,0****,*****
00965,0096*,009**,00***,0****,*****
00966,0096*,009**,00***,0****,*****
00968,0096*,009**,00***,0****,*****
00969,0096*,009**,00***,0****,*****
00971,0097*,009**,00***,0****,*****
00976,0097*,009**,00***,0****,*****
00979,0097*,009**,00***,0****,*****
00982,0098*,009**,00***,0****,*****
00983,0098*,009**,00***,0****,*****
00985,0098*,009**,00***,0****,*****
00987,0098*,009**,00***,0****,*****
01001,0100*,010**,01***,0****,*****
01002,0100*,010**,01***,0****,*****
01003,0100*,010**,01***,0****,*****
01005,0100*,010**,01***,0****,*****
01007,0100*,010**,01***,0****,*****
01008,0100*,010**,01***,0****,*****
01009,0100*,010**,01***,0****,*****
01010,0101*,010**,01***,0****,*****
01011,0101*,010**,01***,0****,*****
01012,0101*,010**,01***,0****,*****
01013,0101*,010**,01***,0****,*****
01020,0102*,010**,01***,0****,*****
01022,0102*,010**,01***,0****,*****
01026,0102*,010**,01***,0****,*****
01027,0102*,010**,01***,0****,*****
01028,0102*,010**,01***,0****,*****
01029,0102*,010**,01***,0****,*****
01030,0103*,010**,01***,0****,*****
01031,0103*,010**,01***,0****,*****
01032,0103*,010**,01***,0****,*****
01033,0103*,010**,01***,0****,*****
01034,0103*,010**,01***,0****,*****
01035,0103*,010**,01***,0****,*****
01036,0103*,010**,01***,0****,*****
01037,0103*,010**,01***,0****,*****
01038,0103*,010**,01***,0****,*****
01039,0103*,010**,01***,0****,*****
01040,0104*,010**,01***,0****,*****
01050,0105*,010**,01***,0****,*****
01053,0105*,010**,01***,0****,*****
01054,0105*,010**,01***,0****,*****
01056,0105*,010**,01***,0****,*****
01057,0105*,010**,01***,0****,*****
01060,0106*,010**,01***,0****,*****
01062,0106*,010**,01***,0****,*****
01063,0106*,010**,01***,0****,*****
01066,0106*,010**,01***,0****,*****
01068,0106*,010**,01***,0****,*****
01069,0106*,010**,01***,0****,*****
01070,0107*,010**,01***,0****,*****
01071,0107*,010**,01***,0****,*****
01072,0107*,010**,01***,0****,*****
01073,0107*,010**,01***,0****,*****
01074,0107*,010**,01***,0****,*****
01075,0107*,010**,01***,0****,*****
01077,0107*,010**,01***,0****,*****
01079,0107*,010**,01***,0****,*****
01080,0108*,010**,01***,0****,*****
01081,0108*,010**,01***,0****,*****
01082,0108*,010**,01***,0****,*****
01083,0108*,010**,01***,0****,*****
01084,0108*,010**,01***,0****,*****
01085,0108*,010**,01***,0****,*****
01086,0108*,010**,01***,0****,*****
01088,0108*,010**,01***,0****,*****
01089,0108*,010**,01***,0****,*****
01092,0109*,010**,01***,0****,*****
01093,0109*,010**,01***,0****,*****
01094,0109*,010**,01***,0****,*****
01095,0109*,010**,01***,0****,*****
01096,0109*,010**,01***,0****,*****
01097,0109*,010**,01***,0****,*****
01098,0109*,010**,01***,0****,*****
01103,0110*,011**,01***,0****,*****
01104,0110*,011**,01***,0****,*****
01105,0110*,011**,01***,0****,*****
01106,0110*,011**,01***,0****,*****
01107,0110*,011**,01***,0****,*****
01108,0110*,011**,01***,0****,*****
01109,0110*,011**,01***,0****,*****
01118,0111*,011**,01***,0****,*****
01119,0111*,011**,01***,0****,*****
01128,0112*,011**,01***,0****,*****
01129,0112*,011**,01***,0****,*****
